pre_route_id,post_route_id,metric,pre_value,post_value,corridor
N4,D96,Median Speed (MPH),11.238495159807554,9.667445763464316,Massachusetts Ave
N6,D90,Median Speed (MPH),13.22823178593293,9.569559953831536,Massachusetts Ave
N6,D96,Median Speed (MPH),13.22823178593293,9.667445763464316,Massachusetts Ave
P6,D30,Median Speed (MPH),7.959141447730359,8.338172661996445,N Capitol St
P6,D34,Median Speed (MPH),7.959141447730359,9.284655220087028,Rhode Island Ave / NE
S2,D60,Median Speed (MPH),10.360395387407896,11.026679906711202,16th St
S2,D6X,Median Speed (MPH),10.360395387407896,11.03075101595439,16th St
S9,D60,Median Speed (MPH),11.869889119193632,11.026679906711202,16th St
S9,D6X,Median Speed (MPH),11.869889119193632,11.03075101595439,16th St
U4,C33,Median Speed (MPH),11.979112079439,12.03392524259248,Minnesota Ave / Eastern
U5,C37,Median Speed (MPH),10.797125143083464,10.829437817690136,Minnesota Ave / Pennsylvania Ave
U6,C35,Median Speed (MPH),10.2529268225979,10.119712197009209,Minnesota Ave / Eastern
U7,C35,Median Speed (MPH),10.610134268160303,10.119712197009209,Minnesota Ave / Eastern
V2,C31,Median Speed (MPH),10.020905046055232,9.95666260347874,Minnesota Ave / Eastern
V4,C31,Median Speed (MPH),9.578887868520802,9.95666260347874,Minnesota Ave / Eastern
V7,C21,Median Speed (MPH),8.685558431775362,10.489332778359628,Alabama Ave
V7,C23,Median Speed (MPH),8.685558431775362,9.266818937997986,Alabama Ave
V8,C21,Median Speed (MPH),8.899708517225946,10.489332778359628,Alabama Ave
V8,C23,Median Speed (MPH),8.899708517225946,9.266818937997986,Alabama Ave
W1,C27,Median Speed (MPH),11.092446331908883,10.07211251003086,Naylor Rd - Shepherd Pkwy
W2,C27,Median Speed (MPH),10.851309318880975,10.07211251003086,Naylor Rd - Shepherd Pkwy
W2,C29,Median Speed (MPH),10.851309318880975,11.831504568644736,Southern Av / Anacostia
W3,C27,Median Speed (MPH),10.935427956200469,10.07211251003086,Naylor Rd - Shepherd Pkwy
W3,C29,Median Speed (MPH),10.935427956200469,11.831504568644736,Southern Av / Anacostia
W4,C21,Median Speed (MPH),10.759538973145371,10.489332778359628,Alabama Ave
W4,C23,Median Speed (MPH),10.759538973145371,9.266818937997986,Alabama Ave
W5,C21,Median Speed (MPH),19.545079555587776,10.489332778359628,Alabama Ave
W6,C23,Median Speed (MPH),9.92166564670779,9.266818937997986,Alabama Ave
W6,C25,Median Speed (MPH),9.92166564670779,10.606890970462915,Skyland / Barry Farm
W6,C26,Median Speed (MPH),9.92166564670779,10.394027610705828,Skyland / Barry Farm
W6,C29,Median Speed (MPH),9.92166564670779,11.831504568644736,Southern Av / Anacostia
W8,C23,Median Speed (MPH),9.778629035215893,9.266818937997986,Alabama Ave
W8,C25,Median Speed (MPH),9.778629035215893,10.606890970462915,Skyland / Barry Farm
W8,C26,Median Speed (MPH),9.778629035215893,10.394027610705828,Skyland / Barry Farm
W8,C29,Median Speed (MPH),9.778629035215893,11.831504568644736,Southern Av / Anacostia
X2,C57,Median Speed (MPH),8.431240263843046,8.457665480212208,
X2,D20,Median Speed (MPH),8.431240263843046,8.752619929449631,H St / Benning Rd / D St
X8,C43,Median Speed (MPH),9.027601945026433,9.345770424093224,Maryland Ave
X9,C57,Median Speed (MPH),10.14513348851556,8.457665480212208,
X9,D2X,Median Speed (MPH),10.14513348851556,10.697999688041396,H St / Benning Rd / D St
31,D82,Mean Speed (MPH),7.559840875334151,7.646345921615606,Wisconsin Ave
32,D10,Mean Speed (MPH),9.731054616312935,9.909545701080745,Pennsylvania Ave
33,D80,Mean Speed (MPH),7.799157297329034,7.867206550513657,Wisconsin Ave
36,D1X,Mean Speed (MPH),10.10241904216873,12.789561661216402,Pennsylvania Ave
42,D70,Mean Speed (MPH),6.8021291107280675,9.304560165186242,Connecticut Ave
42,D72,Mean Speed (MPH),6.8021291107280675,7.111421274802022,Foggy Bottom / Mt Pleasant / Brookland
42,D74,Mean Speed (MPH),6.8021291107280675,7.678760698107859,Foggy Bottom / Mt Pleasant / Brookland
43,D72,Mean Speed (MPH),7.008917323432733,7.111421274802022,Foggy Bottom / Mt Pleasant / Brookland
43,D74,Mean Speed (MPH),7.008917323432733,7.678760698107859,Foggy Bottom / Mt Pleasant / Brookland
52,D50,Mean Speed (MPH),8.293047535363092,8.286033008270161,14th St
54,D5X,Mean Speed (MPH),7.537665616300927,8.093832191377288,14th St
59,D5X,Mean Speed (MPH),8.440699638130447,8.093832191377288,14th St
60,D44,Mean Speed (MPH),9.178290748133652,8.13245450684563,11 St / New Hampshire
62,C75,Mean Speed (MPH),10.03953235540507,9.830003473315294,5th St NW
63,C75,Mean Speed (MPH),8.120938144150491,9.830003473315294,5th St NW
63,D44,Mean Speed (MPH),8.120938144150491,8.13245450684563,11 St / New Hampshire
64,D44,Mean Speed (MPH),8.204325689942733,8.13245450684563,11 St / New Hampshire
70,D40,Mean Speed (MPH),8.467984600094368,8.444389816528325,Georgia Ave
74,C55,Mean Speed (MPH),8.25121092491202,8.022245839131116,
74,D40,Mean Speed (MPH),8.25121092491202,8.444389816528325,Georgia Ave
79,D4X,Mean Speed (MPH),9.305750512657362,9.378010836091914,Georgia Ave
80,D30,Mean Speed (MPH),8.29461091770969,8.406791147867416,N Capitol St
90,C51,Mean Speed (MPH),7.823034673662491,8.561072214271519,U St
90,C53,Mean Speed (MPH),7.823034673662491,8.322176862795128,U St
92,C51,Mean Speed (MPH),8.824551455632873,8.561072214271519,U St
92,C53,Mean Speed (MPH),8.824551455632873,8.322176862795128,U St
96,C51,Mean Speed (MPH),10.079325658906038,8.561072214271519,U St
A2,C11,Mean Speed (MPH),10.612000690203566,11.36774581699906,MLK Ave / Bellevue
A2,C13,Mean Speed (MPH),10.612000690203566,11.160413684477652,MLK Ave / 4 St SE
A2,C15,Mean Speed (MPH),10.612000690203566,11.15649555565222,MLK Ave / 4 St SE
A2,C17,Mean Speed (MPH),10.612000690203566,11.127960341556946,MLK Ave / Bellevue
A31,C31,Mean Speed (MPH),10.30095438202087,9.985657282598522,Minnesota Ave / Eastern
A4,C11,Mean Speed (MPH),12.895177992460516,11.36774581699906,MLK Ave / Bellevue
A4,C17,Mean Speed (MPH),12.895177992460516,11.127960341556946,MLK Ave / Bellevue
A4,C27,Mean Speed (MPH),12.895177992460516,10.277908292050533,Naylor Rd - Shepherd Pkwy
A6,C11,Mean Speed (MPH),11.299780794168282,11.36774581699906,MLK Ave / Bellevue
A6,C13,Mean Speed (MPH),11.299780794168282,11.160413684477652,MLK Ave / 4 St SE
A6,C15,Mean Speed (MPH),11.299780794168282,11.15649555565222,MLK Ave / 4 St SE
A6,C17,Mean Speed (MPH),11.299780794168282,11.127960341556946,MLK Ave / Bellevue
A8,C11,Mean Speed (MPH),11.674632235760999,11.36774581699906,MLK Ave / Bellevue
A8,C13,Mean Speed (MPH),11.674632235760999,11.160413684477652,MLK Ave / 4 St SE
A8,C15,Mean Speed (MPH),11.674632235760999,11.15649555565222,MLK Ave / 4 St SE
A8,C17,Mean Speed (MPH),11.674632235760999,11.127960341556946,MLK Ave / Bellevue
B2,C41,Mean Speed (MPH),9.373115778466346,9.28495097955814,Bladensburg
D2,D96,Mean Speed (MPH),8.76116716763787,9.742162296756021,Massachusetts Ave
D31,C87,Mean Speed (MPH),8.634794455945343,10.497486386913534,Upper NW
D4,C71,Mean Speed (MPH),8.375230916269045,9.765868680233025,18th St NE
D4,D36,Mean Speed (MPH),8.375230916269045,8.814779931235401,K St / Ivy City
D6,D24,Mean Speed (MPH),8.543442584823426,10.030722478705968,H St / Benning Rd / D St
D6,D94,Mean Speed (MPH),8.543442584823426,8.79174703837967,MacArthur Blvd
D8,C71,Mean Speed (MPH),8.254174750323978,9.765868680233025,18th St NE
D8,D36,Mean Speed (MPH),8.254174750323978,8.814779931235401,K St / Ivy City
E2,C71,Mean Speed (MPH),10.774494718939698,9.765868680233025,18th St NE
E4,C81,Mean Speed (MPH),10.76206697584852,10.938039673001553,Upper NW
G2,C91,Mean Speed (MPH),7.194660607430596,7.540771234785919,Georgetown / LeDroit Park
G8,D32,Mean Speed (MPH),8.49107329116641,9.05167771321784,Rhode Island Ave / NE
G8,D34,Mean Speed (MPH),8.49107329116641,9.364842490316153,Rhode Island Ave / NE
H2,C61,Mean Speed (MPH),9.318641048515733,8.867910561094092,Irving / Michigan
H4,C61,Mean Speed (MPH),9.835722699168326,8.867910561094092,Irving / Michigan
H4,D72,Mean Speed (MPH),9.835722699168326,7.111421274802022,Foggy Bottom / Mt Pleasant / Brookland
H6,C63,Mean Speed (MPH),11.177836725140134,11.778988498951534,Irving / Michigan
H8,D74,Mean Speed (MPH),8.235443148809132,7.678760698107859,Foggy Bottom / Mt Pleasant / Brookland
K2,C77,Mean Speed (MPH),9.546905735634502,9.481939343006058,Kansas / Eastern
L2,D70,Mean Speed (MPH),8.82959041064013,9.304560165186242,Connecticut Ave
L2,D72,Mean Speed (MPH),8.82959041064013,7.111421274802022,Foggy Bottom / Mt Pleasant / Brookland
M4,C81,Mean Speed (MPH),12.96787897692709,10.938039673001553,Upper NW
M4,C83,Mean Speed (MPH),12.96787897692709,12.468929134108778,Upper NW
M6,C23,Mean Speed (MPH),11.99354575785459,9.2799798804491,Alabama Ave
M6,C37,Mean Speed (MPH),11.99354575785459,10.850398220032895,Minnesota Ave / Pennsylvania Ave
N2,D90,Mean Speed (MPH),9.889621447404762,9.613806596158561,Massachusetts Ave
N2,D96,Mean Speed (MPH),9.889621447404762,9.742162296756021,Massachusetts Ave
N4,D90,Mean Speed (MPH),11.238964742785786,9.613806596158561,Massachusetts Ave
N4,D96,Mean Speed (MPH),11.238964742785786,9.742162296756021,Massachusetts Ave
N6,D90,Mean Speed (MPH),13.20000471754431,9.613806596158561,Massachusetts Ave
N6,D96,Mean Speed (MPH),13.20000471754431,9.742162296756021,Massachusetts Ave
P6,D30,Mean Speed (MPH),8.035728480060072,8.406791147867416,N Capitol St
P6,D34,Mean Speed (MPH),8.035728480060072,9.364842490316153,Rhode Island Ave / NE
S2,D60,Mean Speed (MPH),10.355477798009225,11.036391933440365,16th St
S2,D6X,Mean Speed (MPH),10.355477798009225,11.045768253910715,16th St
S9,D60,Mean Speed (MPH),11.877038231124926,11.036391933440365,16th St
S9,D6X,Mean Speed (MPH),11.877038231124926,11.045768253910715,16th St
U4,C33,Mean Speed (MPH),12.03291327339007,12.102884637760813,Minnesota Ave / Eastern
U5,C37,Mean Speed (MPH),10.840206318137342,10.850398220032895,Minnesota Ave / Pennsylvania Ave
U6,C35,Mean Speed (MPH),10.293187861174369,10.130726982942557,Minnesota Ave / Eastern
U7,C35,Mean Speed (MPH),10.637078807995334,10.130726982942557,Minnesota Ave / Eastern
V2,C31,Mean Speed (MPH),10.092325178795008,9.985657282598522,Minnesota Ave / Eastern
V4,C31,Mean Speed (MPH),9.608326868592108,9.985657282598522,Minnesota Ave / Eastern
V7,C21,Mean Speed (MPH),8.68651203988999,10.52917728781884,Alabama Ave
V7,C23,Mean Speed (MPH),8.68651203988999,9.2799798804491,Alabama Ave
V8,C21,Mean Speed (MPH),8.947207214988172,10.52917728781884,Alabama Ave
V8,C23,Mean Speed (MPH),8.947207214988172,9.2799798804491,Alabama Ave
W1,C27,Mean Speed (MPH),11.096476931391958,10.277908292050533,Naylor Rd - Shepherd Pkwy
W2,C27,Mean Speed (MPH),11.005354687961693,10.277908292050533,Naylor Rd - Shepherd Pkwy
W2,C29,Mean Speed (MPH),11.005354687961693,11.914005186747891,Southern Av / Anacostia
W3,C27,Mean Speed (MPH),10.968712588665548,10.277908292050533,Naylor Rd - Shepherd Pkwy
W3,C29,Mean Speed (MPH),10.968712588665548,11.914005186747891,Southern Av / Anacostia
W4,C21,Mean Speed (MPH),10.872301602846484,10.52917728781884,Alabama Ave
W4,C23,Mean Speed (MPH),10.872301602846484,9.2799798804491,Alabama Ave
W5,C21,Mean Speed (MPH),19.545079555587776,10.52917728781884,Alabama Ave
W6,C23,Mean Speed (MPH),9.999785470219853,9.2799798804491,Alabama Ave
W6,C25,Mean Speed (MPH),9.999785470219853,10.677045064371915,Skyland / Barry Farm
W6,C26,Mean Speed (MPH),9.999785470219853,10.458841417451337,Skyland / Barry Farm
W6,C29,Mean Speed (MPH),9.999785470219853,11.914005186747891,Southern Av / Anacostia
W8,C23,Mean Speed (MPH),9.844903468675087,9.2799798804491,Alabama Ave
W8,C25,Mean Speed (MPH),9.844903468675087,10.677045064371915,Skyland / Barry Farm
W8,C26,Mean Speed (MPH),9.844903468675087,10.458841417451337,Skyland / Barry Farm
W8,C29,Mean Speed (MPH),9.844903468675087,11.914005186747891,Southern Av / Anacostia
X2,C57,Mean Speed (MPH),8.440323982430439,8.457665480212208,
X2,D20,Mean Speed (MPH),8.440323982430439,8.765882219845514,H St / Benning Rd / D St
X8,C43,Mean Speed (MPH),9.069714521689834,9.400541684371843,Maryland Ave
X9,C57,Mean Speed (MPH),10.14513348851556,8.457665480212208,
X9,D2X,Mean Speed (MPH),10.14513348851556,10.697999688041396,H St / Benning Rd / D St
31,D82,Mean Trips,50.0,48.0,Wisconsin Ave
32,D10,Mean Trips,145.1448275862069,157.35384615384615,Pennsylvania Ave
33,D80,Mean Trips,266.11034482758623,268.0923076923077,Wisconsin Ave
36,D1X,Mean Trips,116.02758620689656,115.43076923076923,Pennsylvania Ave
42,D70,Mean Trips,95.05555555555556,130.8923076923077,Connecticut Ave
42,D72,Mean Trips,95.05555555555556,211.8153846153846,Foggy Bottom / Mt Pleasant / Brookland
42,D74,Mean Trips,95.05555555555556,129.01538461538462,Foggy Bottom / Mt Pleasant / Brookland
43,D72,Mean Trips,81.95138888888889,211.8153846153846,Foggy Bottom / Mt Pleasant / Brookland
43,D74,Mean Trips,81.95138888888889,129.01538461538462,Foggy Bottom / Mt Pleasant / Brookland
52,D50,Mean Trips,190.73611111111111,196.8,14th St
54,D5X,Mean Trips,153.75862068965517,180.30769230769232,14th St
59,D5X,Mean Trips,40.97826086956522,180.30769230769232,14th St
60,D44,Mean Trips,52.0,120.73846153846154,11 St / New Hampshire
62,C75,Mean Trips,58.291666666666664,124.8923076923077,5th St NW
63,C75,Mean Trips,52.992753623188406,124.8923076923077,5th St NW
63,D44,Mean Trips,52.992753623188406,120.73846153846154,11 St / New Hampshire
64,D44,Mean Trips,106.45833333333333,120.73846153846154,11 St / New Hampshire
70,D40,Mean Trips,217.29655172413794,214.7846153846154,Georgia Ave
74,C55,Mean Trips,67.83333333333333,114.50769230769231,
74,D40,Mean Trips,67.83333333333333,214.7846153846154,Georgia Ave
79,D4X,Mean Trips,171.61379310344827,173.7076923076923,Georgia Ave
80,D30,Mean Trips,205.17241379310346,175.86153846153846,N Capitol St
90,C51,Mean Trips,127.89655172413794,111.86153846153846,U St
90,C53,Mean Trips,127.89655172413794,239.27692307692308,U St
92,C51,Mean Trips,186.03472222222223,111.86153846153846,U St
92,C53,Mean Trips,186.03472222222223,239.27692307692308,U St
96,C51,Mean Trips,97.125,111.86153846153846,U St
A2,C11,Mean Trips,141.46527777777777,144.0,MLK Ave / Bellevue
A2,C13,Mean Trips,141.46527777777777,207.7846153846154,MLK Ave / 4 St SE
A2,C15,Mean Trips,141.46527777777777,113.49230769230769,MLK Ave / 4 St SE
A2,C17,Mean Trips,141.46527777777777,109.61538461538461,MLK Ave / Bellevue
A31,C31,Mean Trips,1.0,250.12307692307692,Minnesota Ave / Eastern
A4,C11,Mean Trips,133.02083333333334,144.0,MLK Ave / Bellevue
A4,C17,Mean Trips,133.02083333333334,109.61538461538461,MLK Ave / Bellevue
A4,C27,Mean Trips,133.02083333333334,114.8923076923077,Naylor Rd - Shepherd Pkwy
A6,C11,Mean Trips,138.98620689655172,144.0,MLK Ave / Bellevue
A6,C13,Mean Trips,138.98620689655172,207.7846153846154,MLK Ave / 4 St SE
A6,C15,Mean Trips,138.98620689655172,113.49230769230769,MLK Ave / 4 St SE
A6,C17,Mean Trips,138.98620689655172,109.61538461538461,MLK Ave / Bellevue
A8,C11,Mean Trips,150.46206896551723,144.0,MLK Ave / Bellevue
A8,C13,Mean Trips,150.46206896551723,207.7846153846154,MLK Ave / 4 St SE
A8,C15,Mean Trips,150.46206896551723,113.49230769230769,MLK Ave / 4 St SE
A8,C17,Mean Trips,150.46206896551723,109.61538461538461,MLK Ave / Bellevue
B2,C41,Mean Trips,226.57931034482758,224.07692307692307,Bladensburg
D2,D96,Mean Trips,129.375,87.9076923076923,Massachusetts Ave
D31,C87,Mean Trips,4.0,34.225806451612904,Upper NW
D4,C71,Mean Trips,89.41666666666667,87.35384615384615,18th St NE
D4,D36,Mean Trips,89.41666666666667,108.8923076923077,K St / Ivy City
D6,D24,Mean Trips,107.38194444444444,99.75384615384615,H St / Benning Rd / D St
D6,D94,Mean Trips,107.38194444444444,97.32307692307693,MacArthur Blvd
D8,C71,Mean Trips,100.02083333333333,87.35384615384615,18th St NE
D8,D36,Mean Trips,100.02083333333333,108.8923076923077,K St / Ivy City
E2,C71,Mean Trips,82.70833333333333,87.35384615384615,18th St NE
E4,C81,Mean Trips,112.79166666666667,109.35384615384615,Upper NW
G2,C91,Mean Trips,76.66666666666667,76.61538461538461,Georgetown / LeDroit Park
G8,D32,Mean Trips,125.83333333333333,120.84615384615384,Rhode Island Ave / NE
G8,D34,Mean Trips,125.83333333333333,93.81538461538462,Rhode Island Ave / NE
H2,C61,Mean Trips,83.91666666666667,212.15384615384616,Irving / Michigan
H4,C61,Mean Trips,120.26206896551724,212.15384615384616,Irving / Michigan
H4,D72,Mean Trips,120.26206896551724,211.8153846153846,Foggy Bottom / Mt Pleasant / Brookland
H6,C63,Mean Trips,122.6875,73.29230769230769,Irving / Michigan
H8,D74,Mean Trips,109.72222222222223,129.01538461538462,Foggy Bottom / Mt Pleasant / Brookland
K2,C77,Mean Trips,43.0,51.0,Kansas / Eastern
L2,D70,Mean Trips,137.05517241379312,130.8923076923077,Connecticut Ave
L2,D72,Mean Trips,137.05517241379312,211.8153846153846,Foggy Bottom / Mt Pleasant / Brookland
M4,C81,Mean Trips,108.33333333333333,109.35384615384615,Upper NW
M4,C83,Mean Trips,108.33333333333333,70.33846153846154,Upper NW
M6,C23,Mean Trips,116.43055555555556,74.98461538461538,Alabama Ave
M6,C37,Mean Trips,116.43055555555556,131.8153846153846,Minnesota Ave / Pennsylvania Ave
N2,D90,Mean Trips,58.992753623188406,101.87692307692308,Massachusetts Ave
N2,D96,Mean Trips,58.992753623188406,87.9076923076923,Massachusetts Ave
N4,D90,Mean Trips,60.98550724637681,101.87692307692308,Massachusetts Ave
N4,D96,Mean Trips,60.98550724637681,87.9076923076923,Massachusetts Ave
N6,D90,Mean Trips,19.520833333333332,101.87692307692308,Massachusetts Ave
N6,D96,Mean Trips,19.520833333333332,87.9076923076923,Massachusetts Ave
P6,D30,Mean Trips,111.64827586206897,175.86153846153846,N Capitol St
P6,D34,Mean Trips,111.64827586206897,93.81538461538462,Rhode Island Ave / NE
S2,D60,Mean Trips,199.79310344827587,208.3846153846154,16th St
S2,D6X,Mean Trips,199.79310344827587,203.58461538461538,16th St
S9,D60,Mean Trips,209.45138888888889,208.3846153846154,16th St
S9,D6X,Mean Trips,209.45138888888889,203.58461538461538,16th St
U4,C33,Mean Trips,172.79166666666666,159.13846153846154,Minnesota Ave / Eastern
U5,C37,Mean Trips,79.58333333333333,131.8153846153846,Minnesota Ave / Pennsylvania Ave
U6,C35,Mean Trips,67.48611111111111,102.58461538461539,Minnesota Ave / Eastern
U7,C35,Mean Trips,94.61805555555556,102.58461538461539,Minnesota Ave / Eastern
V2,C31,Mean Trips,128.59722222222223,250.12307692307692,Minnesota Ave / Eastern
V4,C31,Mean Trips,100.27586206896552,250.12307692307692,Minnesota Ave / Eastern
V7,C21,Mean Trips,42.77536231884058,229.84615384615384,Alabama Ave
V7,C23,Mean Trips,42.77536231884058,74.98461538461538,Alabama Ave
V8,C21,Mean Trips,113.0551724137931,229.84615384615384,Alabama Ave
V8,C23,Mean Trips,113.0551724137931,74.98461538461538,Alabama Ave
W1,C27,Mean Trips,68.56521739130434,114.8923076923077,Naylor Rd - Shepherd Pkwy
W2,C27,Mean Trips,67.95862068965518,114.8923076923077,Naylor Rd - Shepherd Pkwy
W2,C29,Mean Trips,67.95862068965518,103.93846153846154,Southern Av / Anacostia
W3,C27,Mean Trips,36.0,114.8923076923077,Naylor Rd - Shepherd Pkwy
W3,C29,Mean Trips,36.0,103.93846153846154,Southern Av / Anacostia
W4,C21,Mean Trips,208.33333333333334,229.84615384615384,Alabama Ave
W4,C23,Mean Trips,208.33333333333334,74.98461538461538,Alabama Ave
W5,C21,Mean Trips,18.0,229.84615384615384,Alabama Ave
W6,C23,Mean Trips,48.458333333333336,74.98461538461538,Alabama Ave
W6,C25,Mean Trips,48.458333333333336,65.86153846153846,Skyland / Barry Farm
W6,C26,Mean Trips,48.458333333333336,67.81538461538462,Skyland / Barry Farm
W6,C29,Mean Trips,48.458333333333336,103.93846153846154,Southern Av / Anacostia
W8,C23,Mean Trips,49.416666666666664,74.98461538461538,Alabama Ave
W8,C25,Mean Trips,49.416666666666664,65.86153846153846,Skyland / Barry Farm
W8,C26,Mean Trips,49.416666666666664,67.81538461538462,Skyland / Barry Farm
W8,C29,Mean Trips,49.416666666666664,103.93846153846154,Southern Av / Anacostia
X2,C57,Mean Trips,232.6,22.0,
X2,D20,Mean Trips,232.6,243.47692307692307,H St / Benning Rd / D St
X8,C43,Mean Trips,75.70833333333333,75.56923076923077,Maryland Ave
X9,C57,Mean Trips,95.0,22.0,
X9,D2X,Mean Trips,95.0,124.0,H St / Benning Rd / D St
31,D82,Median Trips,50.0,48.0,Wisconsin Ave
32,D10,Median Trips,147.0,158.0,Pennsylvania Ave
33,D80,Median Trips,267.0,268.0,Wisconsin Ave
36,D1X,Median Trips,117.0,116.0,Pennsylvania Ave
42,D70,Median Trips,96.0,132.0,Connecticut Ave
42,D72,Median Trips,96.0,215.0,Foggy Bottom / Mt Pleasant / Brookland
42,D74,Median Trips,96.0,131.0,Foggy Bottom / Mt Pleasant / Brookland
43,D72,Median Trips,83.0,215.0,Foggy Bottom / Mt Pleasant / Brookland
43,D74,Median Trips,83.0,131.0,Foggy Bottom / Mt Pleasant / Brookland
52,D50,Median Trips,192.0,199.0,14th St
54,D5X,Median Trips,156.0,185.0,14th St
59,D5X,Median Trips,41.0,185.0,14th St
60,D44,Median Trips,52.0,122.0,11 St / New Hampshire
62,C75,Median Trips,57.0,126.0,5th St NW
63,C75,Median Trips,53.0,126.0,5th St NW
63,D44,Median Trips,53.0,122.0,11 St / New Hampshire
64,D44,Median Trips,107.0,122.0,11 St / New Hampshire
70,D40,Median Trips,220.0,217.0,Georgia Ave
74,C55,Median Trips,68.0,117.0,
74,D40,Median Trips,68.0,217.0,Georgia Ave
79,D4X,Median Trips,173.0,175.0,Georgia Ave
80,D30,Median Trips,206.0,176.0,N Capitol St
90,C51,Median Trips,130.0,112.0,U St
90,C53,Median Trips,130.0,241.0,U St
92,C51,Median Trips,189.0,112.0,U St
92,C53,Median Trips,189.0,241.0,U St
96,C51,Median Trips,98.0,112.0,U St
A2,C11,Median Trips,144.0,144.0,MLK Ave / Bellevue
A2,C13,Median Trips,144.0,208.0,MLK Ave / 4 St SE
A2,C15,Median Trips,144.0,114.0,MLK Ave / 4 St SE
A2,C17,Median Trips,144.0,111.0,MLK Ave / Bellevue
A31,C31,Median Trips,1.0,252.0,Minnesota Ave / Eastern
A4,C11,Median Trips,135.0,144.0,MLK Ave / Bellevue
A4,C17,Median Trips,135.0,111.0,MLK Ave / Bellevue
A4,C27,Median Trips,135.0,117.0,Naylor Rd - Shepherd Pkwy
A6,C11,Median Trips,141.0,144.0,MLK Ave / Bellevue
A6,C13,Median Trips,141.0,208.0,MLK Ave / 4 St SE
A6,C15,Median Trips,141.0,114.0,MLK Ave / 4 St SE
A6,C17,Median Trips,141.0,111.0,MLK Ave / Bellevue
A8,C11,Median Trips,153.0,144.0,MLK Ave / Bellevue
A8,C13,Median Trips,153.0,208.0,MLK Ave / 4 St SE
A8,C15,Median Trips,153.0,114.0,MLK Ave / 4 St SE
A8,C17,Median Trips,153.0,111.0,MLK Ave / Bellevue
B2,C41,Median Trips,229.0,225.0,Bladensburg
D2,D96,Median Trips,132.0,89.0,Massachusetts Ave
D31,C87,Median Trips,4.0,35.0,Upper NW
D4,C71,Median Trips,90.0,88.0,18th St NE
D4,D36,Median Trips,90.0,109.0,K St / Ivy City
D6,D24,Median Trips,110.0,101.0,H St / Benning Rd / D St
D6,D94,Median Trips,110.0,100.0,MacArthur Blvd
D8,C71,Median Trips,100.0,88.0,18th St NE
D8,D36,Median Trips,100.0,109.0,K St / Ivy City
E2,C71,Median Trips,84.0,88.0,18th St NE
E4,C81,Median Trips,113.0,111.0,Upper NW
G2,C91,Median Trips,77.0,77.0,Georgetown / LeDroit Park
G8,D32,Median Trips,128.0,122.0,Rhode Island Ave / NE
G8,D34,Median Trips,128.0,96.0,Rhode Island Ave / NE
H2,C61,Median Trips,84.0,214.0,Irving / Michigan
H4,C61,Median Trips,121.0,214.0,Irving / Michigan
H4,D72,Median Trips,121.0,215.0,Foggy Bottom / Mt Pleasant / Brookland
H6,C63,Median Trips,125.0,74.0,Irving / Michigan
H8,D74,Median Trips,111.0,131.0,Foggy Bottom / Mt Pleasant / Brookland
K2,C77,Median Trips,43.0,51.0,Kansas / Eastern
L2,D70,Median Trips,139.0,132.0,Connecticut Ave
L2,D72,Median Trips,139.0,215.0,Foggy Bottom / Mt Pleasant / Brookland
M4,C81,Median Trips,109.0,111.0,Upper NW
M4,C83,Median Trips,109.0,72.0,Upper NW
M6,C23,Median Trips,118.0,76.0,Alabama Ave
M6,C37,Median Trips,118.0,133.0,Minnesota Ave / Pennsylvania Ave
N2,D90,Median Trips,59.0,104.0,Massachusetts Ave
N2,D96,Median Trips,59.0,89.0,Massachusetts Ave
N4,D90,Median Trips,61.0,104.0,Massachusetts Ave
N4,D96,Median Trips,61.0,89.0,Massachusetts Ave
N6,D90,Median Trips,18.0,104.0,Massachusetts Ave
N6,D96,Median Trips,18.0,89.0,Massachusetts Ave
P6,D30,Median Trips,115.0,176.0,N Capitol St
P6,D34,Median Trips,115.0,96.0,Rhode Island Ave / NE
S2,D60,Median Trips,202.0,211.0,16th St
S2,D6X,Median Trips,202.0,206.0,16th St
S9,D60,Median Trips,212.0,211.0,16th St
S9,D6X,Median Trips,212.0,206.0,16th St
U4,C33,Median Trips,176.0,162.0,Minnesota Ave / Eastern
U5,C37,Median Trips,80.0,133.0,Minnesota Ave / Pennsylvania Ave
U6,C35,Median Trips,70.0,104.0,Minnesota Ave / Eastern
U7,C35,Median Trips,95.0,104.0,Minnesota Ave / Eastern
V2,C31,Median Trips,129.0,252.0,Minnesota Ave / Eastern
V4,C31,Median Trips,101.0,252.0,Minnesota Ave / Eastern
V7,C21,Median Trips,43.0,231.0,Alabama Ave
V7,C23,Median Trips,43.0,76.0,Alabama Ave
V8,C21,Median Trips,114.0,231.0,Alabama Ave
V8,C23,Median Trips,114.0,76.0,Alabama Ave
W1,C27,Median Trips,69.0,117.0,Naylor Rd - Shepherd Pkwy
W2,C27,Median Trips,67.0,117.0,Naylor Rd - Shepherd Pkwy
W2,C29,Median Trips,67.0,104.0,Southern Av / Anacostia
W3,C27,Median Trips,36.0,117.0,Naylor Rd - Shepherd Pkwy
W3,C29,Median Trips,36.0,104.0,Southern Av / Anacostia
W4,C21,Median Trips,210.0,231.0,Alabama Ave
W4,C23,Median Trips,210.0,76.0,Alabama Ave
W5,C21,Median Trips,18.0,231.0,Alabama Ave
W6,C23,Median Trips,49.0,76.0,Alabama Ave
