pre_route_id,post_route_id,metric,pre_value,post_value,corridor
V7,C21,Std Dev Headway (Minutes),0.5225063635480086,0.23760290643630644,Alabama Ave
V7,C23,Std Dev Headway (Minutes),0.5225063635480086,0.6224947903291363,Alabama Ave
V8,C21,Std Dev Headway (Minutes),0.9041263582746791,0.23760290643630644,Alabama Ave
V8,C23,Std Dev Headway (Minutes),0.9041263582746791,0.6224947903291363,Alabama Ave
W1,C27,Std Dev Headway (Minutes),0.4063074523728987,2.7331731668404315,Naylor Rd - Shepherd Pkwy
W2,C27,Std Dev Headway (Minutes),3.4193338581596024,2.7331731668404315,Naylor Rd - Shepherd Pkwy
W2,C29,Std Dev Headway (Minutes),3.4193338581596024,0.051152965691325825,Southern Av / Anacostia
W3,C27,Std Dev Headway (Minutes),0.00851878534336322,2.7331731668404315,Naylor Rd - Shepherd Pkwy
W3,C29,Std Dev Headway (Minutes),0.00851878534336322,0.051152965691325825,Southern Av / Anacostia
W4,C21,Std Dev Headway (Minutes),0.25106008297478877,0.23760290643630644,Alabama Ave
W4,C23,Std Dev Headway (Minutes),0.25106008297478877,0.6224947903291363,Alabama Ave
W5,C21,Std Dev Headway (Minutes),0.0,0.23760290643630644,Alabama Ave
W6,C23,Std Dev Headway (Minutes),1.8565118119707966,0.6224947903291363,Alabama Ave
W6,C25,Std Dev Headway (Minutes),1.8565118119707966,0.008067314329288523,Skyland / Barry Farm
W6,C26,Std Dev Headway (Minutes),1.8565118119707966,0.01627806902137245,Skyland / Barry Farm
W6,C29,Std Dev Headway (Minutes),1.8565118119707966,0.051152965691325825,Southern Av / Anacostia
W8,C23,Std Dev Headway (Minutes),1.8808021850003511,0.6224947903291363,Alabama Ave
W8,C25,Std Dev Headway (Minutes),1.8808021850003511,0.008067314329288523,Skyland / Barry Farm
W8,C26,Std Dev Headway (Minutes),1.8808021850003511,0.01627806902137245,Skyland / Barry Farm
W8,C29,Std Dev Headway (Minutes),1.8808021850003511,0.051152965691325825,Southern Av / Anacostia
X2,C57,Std Dev Headway (Minutes),0.8041919376092149,0.0,
X2,D20,Std Dev Headway (Minutes),0.8041919376092149,0.455219897456827,H St / Benning Rd / D St
X8,C43,Std Dev Headway (Minutes),2.9505643332083618,3.0992679212979586,Maryland Ave
X9,C57,Std Dev Headway (Minutes),0.0,0.0,
X9,D2X,Std Dev Headway (Minutes),0.0,0.0,H St / Benning Rd / D St
31,D82,Min Headway (Minutes),32.095238095238095,33.575,Wisconsin Ave
32,D10,Min Headway (Minutes),16.951807228915662,17.142857142857146,Pennsylvania Ave
33,D80,Min Headway (Minutes),7.772972972972973,7.772972972972973,Wisconsin Ave
36,D1X,Min Headway (Minutes),19.6056338028169,19.774647887323944,Pennsylvania Ave
42,D70,Min Headway (Minutes),22.46774193548387,16.30681818181818,Connecticut Ave
42,D72,Min Headway (Minutes),22.46774193548387,9.47682119205298,Foggy Bottom / Mt Pleasant / Brookland
42,D74,Min Headway (Minutes),22.46774193548387,16.744186046511626,Foggy Bottom / Mt Pleasant / Brookland
43,D72,Min Headway (Minutes),21.84375,9.47682119205298,Foggy Bottom / Mt Pleasant / Brookland
43,D74,Min Headway (Minutes),21.84375,16.744186046511626,Foggy Bottom / Mt Pleasant / Brookland
52,D50,Min Headway (Minutes),12.241379310344827,12.267241379310343,14th St
54,D5X,Min Headway (Minutes),12.053097345132745,9.61904761904762,14th St
59,D5X,Min Headway (Minutes),39.29411764705882,9.61904761904762,14th St
60,D44,Min Headway (Minutes),35.53846153846154,16.04494382022472,11 St / New Hampshire
62,C75,Min Headway (Minutes),24.0,17.142857142857146,5th St NW
63,C75,Min Headway (Minutes),33.45,17.142857142857146,5th St NW
63,D44,Min Headway (Minutes),33.45,16.04494382022472,11 St / New Hampshire
64,D44,Min Headway (Minutes),19.186666666666667,16.04494382022472,11 St / New Hampshire
70,D40,Min Headway (Minutes),11.900826446280991,11.900826446280991,Georgia Ave
74,C55,Min Headway (Minutes),30.130434782608692,15.319148936170214,
74,D40,Min Headway (Minutes),30.130434782608692,11.900826446280991,Georgia Ave
79,D4X,Min Headway (Minutes),10.260869565217392,10.99236641221374,Georgia Ave
80,D30,Min Headway (Minutes),11.899159663865545,14.895833333333334,N Capitol St
90,C51,Min Headway (Minutes),15.784090909090908,19.814285714285717,U St
90,C53,Min Headway (Minutes),15.784090909090908,9.6,U St
92,C51,Min Headway (Minutes),12.03448275862069,19.814285714285717,U St
92,C53,Min Headway (Minutes),12.03448275862069,9.6,U St
96,C51,Min Headway (Minutes),23.27868852459017,19.814285714285717,U St
A2,C11,Min Headway (Minutes),14.292929292929294,19.95774647887324,MLK Ave / Bellevue
A2,C13,Min Headway (Minutes),14.292929292929294,12.0,MLK Ave / 4 St SE
A2,C15,Min Headway (Minutes),14.292929292929294,17.60493827160494,MLK Ave / 4 St SE
A2,C17,Min Headway (Minutes),14.292929292929294,18.037974683544306,MLK Ave / Bellevue
A31,C31,Min Headway (Minutes),,9.62162162162162,Minnesota Ave / Eastern
A4,C11,Min Headway (Minutes),15.764044943820226,19.95774647887324,MLK Ave / Bellevue
A4,C17,Min Headway (Minutes),15.764044943820226,18.037974683544306,MLK Ave / Bellevue
A4,C27,Min Headway (Minutes),15.764044943820226,17.023809523809526,Naylor Rd - Shepherd Pkwy
A6,C11,Min Headway (Minutes),16.25287356321839,19.95774647887324,MLK Ave / Bellevue
A6,C13,Min Headway (Minutes),16.25287356321839,12.0,MLK Ave / 4 St SE
A6,C15,Min Headway (Minutes),16.25287356321839,17.60493827160494,MLK Ave / 4 St SE
A6,C17,Min Headway (Minutes),16.25287356321839,18.037974683544306,MLK Ave / Bellevue
A8,C11,Min Headway (Minutes),14.926315789473684,19.95774647887324,MLK Ave / Bellevue
A8,C13,Min Headway (Minutes),14.926315789473684,12.0,MLK Ave / 4 St SE
A8,C15,Min Headway (Minutes),14.926315789473684,17.60493827160494,MLK Ave / 4 St SE
A8,C17,Min Headway (Minutes),14.926315789473684,18.037974683544306,MLK Ave / Bellevue
B2,C41,Min Headway (Minutes),10.405797101449275,10.323741007194243,Bladensburg
D2,D96,Min Headway (Minutes),15.106382978723405,24.05084745762712,Massachusetts Ave
D31,C87,Min Headway (Minutes),5.0,45.8,Upper NW
D4,C71,Min Headway (Minutes),24.649122807017545,23.813559322033896,18th St NE
D4,D36,Min Headway (Minutes),24.649122807017545,20.0,K St / Ivy City
D6,D24,Min Headway (Minutes),19.12162162162162,21.73846153846154,H St / Benning Rd / D St
D6,D94,Min Headway (Minutes),19.12162162162162,22.619047619047617,MacArthur Blvd
D8,C71,Min Headway (Minutes),19.943661971830984,23.813559322033896,18th St NE
D8,D36,Min Headway (Minutes),19.943661971830984,20.0,K St / Ivy City
E2,C71,Min Headway (Minutes),25.49090909090909,23.813559322033896,18th St NE
E4,C81,Min Headway (Minutes),19.189189189189182,18.947368421052637,Upper NW
G2,C91,Min Headway (Minutes),26.79245283018868,26.79245283018868,Georgetown / LeDroit Park
G8,D32,Min Headway (Minutes),16.811764705882354,16.30681818181818,Rhode Island Ave / NE
G8,D34,Min Headway (Minutes),16.811764705882354,22.90322580645161,Rhode Island Ave / NE
H2,C61,Min Headway (Minutes),23.82758620689655,11.596774193548386,Irving / Michigan
H4,C61,Min Headway (Minutes),20.0,11.596774193548386,Irving / Michigan
H4,D72,Min Headway (Minutes),20.0,9.47682119205298,Foggy Bottom / Mt Pleasant / Brookland
H6,C63,Min Headway (Minutes),17.280487804878046,29.88372093023256,Irving / Michigan
H8,D74,Min Headway (Minutes),18.33333333333333,16.744186046511626,Foggy Bottom / Mt Pleasant / Brookland
K2,C77,Min Headway (Minutes),40.70588235294118,30.755555555555556,Kansas / Eastern
L2,D70,Min Headway (Minutes),14.845360824742269,16.30681818181818,Connecticut Ave
L2,D72,Min Headway (Minutes),14.845360824742269,9.47682119205298,Foggy Bottom / Mt Pleasant / Brookland
M4,C81,Min Headway (Minutes),16.03488372093023,18.947368421052637,Upper NW
M4,C83,Min Headway (Minutes),16.03488372093023,29.97872340425532,Upper NW
M6,C23,Min Headway (Minutes),17.54320987654321,28.64583333333333,Alabama Ave
M6,C37,Min Headway (Minutes),17.54320987654321,17.048192771084338,Minnesota Ave / Pennsylvania Ave
N2,D90,Min Headway (Minutes),29.229166666666668,20.085714285714285,Massachusetts Ave
N2,D96,Min Headway (Minutes),29.229166666666668,24.05084745762712,Massachusetts Ave
N4,D90,Min Headway (Minutes),29.14583333333333,20.085714285714285,Massachusetts Ave
N4,D96,Min Headway (Minutes),29.14583333333333,24.05084745762712,Massachusetts Ave
N6,D90,Min Headway (Minutes),36.410256410256416,20.085714285714285,Massachusetts Ave
N6,D96,Min Headway (Minutes),36.410256410256416,24.05084745762712,Massachusetts Ave
P6,D30,Min Headway (Minutes),17.654320987654323,14.895833333333334,N Capitol St
P6,D34,Min Headway (Minutes),17.654320987654323,22.90322580645161,Rhode Island Ave / NE
S2,D60,Min Headway (Minutes),12.743362831858407,11.612903225806452,16th St
S2,D6X,Min Headway (Minutes),12.743362831858407,10.170212765957446,16th St
S9,D60,Min Headway (Minutes),9.13375796178344,11.612903225806452,16th St
S9,D6X,Min Headway (Minutes),9.13375796178344,10.170212765957446,16th St
U4,C33,Min Headway (Minutes),12.258620689655173,14.24,Minnesota Ave / Eastern
U5,C37,Min Headway (Minutes),33.829268292682926,17.048192771084338,Minnesota Ave / Pennsylvania Ave
U6,C35,Min Headway (Minutes),28.22,19.90277777777778,Minnesota Ave / Eastern
U7,C35,Min Headway (Minutes),24.120689655172416,19.90277777777778,Minnesota Ave / Eastern
V2,C31,Min Headway (Minutes),19.87323943661972,9.62162162162162,Minnesota Ave / Eastern
V4,C31,Min Headway (Minutes),20.0,9.62162162162162,Minnesota Ave / Eastern
V7,C21,Min Headway (Minutes),39.38235294117647,10.833333333333334,Alabama Ave
V7,C23,Min Headway (Minutes),39.38235294117647,28.64583333333333,Alabama Ave
V8,C21,Min Headway (Minutes),20.0,10.833333333333334,Alabama Ave
V8,C23,Min Headway (Minutes),20.0,28.64583333333333,Alabama Ave
W1,C27,Min Headway (Minutes),25.51851851851852,17.023809523809526,Naylor Rd - Shepherd Pkwy
W2,C27,Min Headway (Minutes),20.0,17.023809523809526,Naylor Rd - Shepherd Pkwy
W2,C29,Min Headway (Minutes),20.0,20.0,Southern Av / Anacostia
W3,C27,Min Headway (Minutes),20.38235294117647,17.023809523809526,Naylor Rd - Shepherd Pkwy
W3,C29,Min Headway (Minutes),20.38235294117647,20.0,Southern Av / Anacostia
W4,C21,Min Headway (Minutes),11.38095238095238,10.833333333333334,Alabama Ave
W4,C23,Min Headway (Minutes),11.38095238095238,28.64583333333333,Alabama Ave
W5,C21,Min Headway (Minutes),20.07692307692308,10.833333333333334,Alabama Ave
W6,C23,Min Headway (Minutes),21.176470588235293,28.64583333333333,Alabama Ave
W6,C25,Min Headway (Minutes),21.176470588235293,30.0,Skyland / Barry Farm
W6,C26,Min Headway (Minutes),21.176470588235293,30.0,Skyland / Barry Farm
W6,C29,Min Headway (Minutes),21.176470588235293,20.0,Southern Av / Anacostia
W8,C23,Min Headway (Minutes),21.27272727272727,28.64583333333333,Alabama Ave
W8,C25,Min Headway (Minutes),21.27272727272727,30.0,Skyland / Barry Farm
W8,C26,Min Headway (Minutes),21.27272727272727,30.0,Skyland / Barry Farm
W8,C29,Min Headway (Minutes),21.27272727272727,20.0,Southern Av / Anacostia
X2,C57,Min Headway (Minutes),10.62962962962963,69.0,
X2,D20,Min Headway (Minutes),10.62962962962963,9.808219178082192,H St / Benning Rd / D St
X8,C43,Min Headway (Minutes),25.285714285714285,25.285714285714285,Maryland Ave
X9,C57,Min Headway (Minutes),15.386363636363637,69.0,
X9,D2X,Min Headway (Minutes),15.386363636363637,15.0,H St / Benning Rd / D St
31,D82,Mean Service Span (Minutes),809.0,810.0,Wisconsin Ave
32,D10,Mean Service Span (Minutes),1444.8896551724138,1514.0,Pennsylvania Ave
33,D80,Mean Service Span (Minutes),1523.3655172413794,1509.0,Wisconsin Ave
36,D1X,Mean Service Span (Minutes),1440.7103448275861,1287.6461538461538,Pennsylvania Ave
42,D70,Mean Service Span (Minutes),1204.8541666666667,1281.123076923077,Connecticut Ave
42,D72,Mean Service Span (Minutes),1204.8541666666667,1223.7846153846153,Foggy Bottom / Mt Pleasant / Brookland
42,D74,Mean Service Span (Minutes),1204.8541666666667,1209.0461538461539,Foggy Bottom / Mt Pleasant / Brookland
43,D72,Mean Service Span (Minutes),1037.5416666666667,1223.7846153846153,Foggy Bottom / Mt Pleasant / Brookland
43,D74,Mean Service Span (Minutes),1037.5416666666667,1209.0461538461539,Foggy Bottom / Mt Pleasant / Brookland
52,D50,Mean Service Span (Minutes),1526.0,1528.8923076923077,14th St
54,D5X,Mean Service Span (Minutes),1212.9931034482759,1034.2615384615385,14th St
59,D5X,Mean Service Span (Minutes),793.0,1034.2615384615385,14th St
60,D44,Mean Service Span (Minutes),869.0,1154.676923076923,11 St / New Hampshire
62,C75,Mean Service Span (Minutes),892.875,1154.676923076923,5th St NW
63,C75,Mean Service Span (Minutes),859.0,1154.676923076923,5th St NW
63,D44,Mean Service Span (Minutes),859.0,1154.676923076923,11 St / New Hampshire
64,D44,Mean Service Span (Minutes),1166.875,1154.676923076923,11 St / New Hampshire
70,D40,Mean Service Span (Minutes),1517.6275862068965,1523.0,Georgia Ave
74,C55,Mean Service Span (Minutes),1063.25,1036.0307692307692,
74,D40,Mean Service Span (Minutes),1063.25,1523.0,Georgia Ave
79,D4X,Mean Service Span (Minutes),944.096551724138,1003.6769230769231,Georgia Ave
80,D30,Mean Service Span (Minutes),1508.4344827586208,1506.8461538461538,N Capitol St
90,C51,Mean Service Span (Minutes),1208.5862068965516,1236.1538461538462,U St
90,C53,Mean Service Span (Minutes),1208.5862068965516,1533.0,U St
92,C51,Mean Service Span (Minutes),1496.8333333333333,1236.1538461538462,U St
92,C53,Mean Service Span (Minutes),1496.8333333333333,1533.0,U St
96,C51,Mean Service Span (Minutes),1246.6041666666667,1236.1538461538462,U St
A2,C11,Mean Service Span (Minutes),1197.2291666666667,1494.0,MLK Ave / Bellevue
A2,C13,Mean Service Span (Minutes),1197.2291666666667,1470.8,MLK Ave / 4 St SE
A2,C15,Mean Service Span (Minutes),1197.2291666666667,1130.5076923076922,MLK Ave / 4 St SE
A2,C17,Mean Service Span (Minutes),1197.2291666666667,1138.3846153846155,MLK Ave / Bellevue
A31,C31,Mean Service Span (Minutes),20.0,1509.0,Minnesota Ave / Eastern
A4,C11,Mean Service Span (Minutes),1171.8541666666667,1494.0,MLK Ave / Bellevue
A4,C17,Mean Service Span (Minutes),1171.8541666666667,1138.3846153846155,MLK Ave / Bellevue
A4,C27,Mean Service Span (Minutes),1171.8541666666667,1184.6461538461538,Naylor Rd - Shepherd Pkwy
A6,C11,Mean Service Span (Minutes),1450.393103448276,1494.0,MLK Ave / Bellevue
A6,C13,Mean Service Span (Minutes),1450.393103448276,1470.8,MLK Ave / 4 St SE
A6,C15,Mean Service Span (Minutes),1450.393103448276,1130.5076923076922,MLK Ave / 4 St SE
A6,C17,Mean Service Span (Minutes),1450.393103448276,1138.3846153846155,MLK Ave / Bellevue
A8,C11,Mean Service Span (Minutes),1452.6137931034482,1494.0,MLK Ave / Bellevue
A8,C13,Mean Service Span (Minutes),1452.6137931034482,1470.8,MLK Ave / 4 St SE
A8,C15,Mean Service Span (Minutes),1452.6137931034482,1130.5076923076922,MLK Ave / 4 St SE
A8,C17,Mean Service Span (Minutes),1452.6137931034482,1138.3846153846155,MLK Ave / Bellevue
B2,C41,Mean Service Span (Minutes),1497.3655172413794,1525.0,Bladensburg
D2,D96,Mean Service Span (Minutes),1130.4375,1174.9538461538461,Massachusetts Ave
D31,C87,Mean Service Span (Minutes),511.0,813.0,Upper NW
D4,C71,Mean Service Span (Minutes),1184.375,1127.9846153846154,18th St NE
D4,D36,Mean Service Span (Minutes),1184.375,1250.123076923077,K St / Ivy City
D6,D24,Mean Service Span (Minutes),1244.875,1179.123076923077,H St / Benning Rd / D St
D6,D94,Mean Service Span (Minutes),1244.875,1175.5692307692307,MacArthur Blvd
D8,C71,Mean Service Span (Minutes),1120.5,1127.9846153846154,18th St NE
D8,D36,Mean Service Span (Minutes),1120.5,1250.123076923077,K St / Ivy City
E2,C71,Mean Service Span (Minutes),1114.8333333333333,1127.9846153846154,18th St NE
E4,C81,Mean Service Span (Minutes),1165.0416666666667,1177.6615384615384,Upper NW
G2,C91,Mean Service Span (Minutes),1123.6875,1124.4923076923078,Georgetown / LeDroit Park
G8,D32,Mean Service Span (Minutes),1301.8125,1141.123076923077,Rhode Island Ave / NE
G8,D34,Mean Service Span (Minutes),1301.8125,1176.9384615384615,Rhode Island Ave / NE
H2,C61,Mean Service Span (Minutes),1132.7291666666667,1490.8153846153846,Irving / Michigan
H4,C61,Mean Service Span (Minutes),1469.4827586206898,1490.8153846153846,Irving / Michigan
H4,D72,Mean Service Span (Minutes),1469.4827586206898,1223.7846153846153,Foggy Bottom / Mt Pleasant / Brookland
H6,C63,Mean Service Span (Minutes),1206.6875,1108.8307692307692,Irving / Michigan
H8,D74,Mean Service Span (Minutes),1155.4375,1209.0461538461539,Foggy Bottom / Mt Pleasant / Brookland
K2,C77,Mean Service Span (Minutes),798.0,798.0,Kansas / Eastern
L2,D70,Mean Service Span (Minutes),1278.3241379310346,1281.123076923077,Connecticut Ave
L2,D72,Mean Service Span (Minutes),1278.3241379310346,1223.7846153846153,Foggy Bottom / Mt Pleasant / Brookland
M4,C81,Mean Service Span (Minutes),953.0,1177.6615384615384,Upper NW
M4,C83,Mean Service Span (Minutes),953.0,1079.5692307692307,Upper NW
M6,C23,Mean Service Span (Minutes),1116.0,1125.2769230769231,Alabama Ave
M6,C37,Mean Service Span (Minutes),1116.0,1331.446153846154,Minnesota Ave / Pennsylvania Ave
N2,D90,Mean Service Span (Minutes),889.0,1144.8923076923077,Massachusetts Ave
N2,D96,Mean Service Span (Minutes),889.0,1174.9538461538461,Massachusetts Ave
N4,D90,Mean Service Span (Minutes),913.0,1144.8923076923077,Massachusetts Ave
N4,D96,Mean Service Span (Minutes),913.0,1174.9538461538461,Massachusetts Ave
N6,D90,Mean Service Span (Minutes),290.8958333333333,1144.8923076923077,Massachusetts Ave
N6,D96,Mean Service Span (Minutes),290.8958333333333,1174.9538461538461,Massachusetts Ave
P6,D30,Mean Service Span (Minutes),1199.3172413793104,1506.8461538461538,N Capitol St
P6,D34,Mean Service Span (Minutes),1199.3172413793104,1176.9384615384615,Rhode Island Ave / NE
S2,D60,Mean Service Span (Minutes),1518.2689655172414,1508.0,16th St
S2,D6X,Mean Service Span (Minutes),1518.2689655172414,1172.3384615384616,16th St
S9,D60,Mean Service Span (Minutes),1114.6458333333333,1508.0,16th St
S9,D6X,Mean Service Span (Minutes),1114.6458333333333,1172.3384615384616,16th St
U4,C33,Mean Service Span (Minutes),1177.4583333333333,1172.923076923077,Minnesota Ave / Eastern
U5,C37,Mean Service Span (Minutes),1320.9791666666667,1331.446153846154,Minnesota Ave / Pennsylvania Ave
U6,C35,Mean Service Span (Minutes),1066.3541666666667,1178.676923076923,Minnesota Ave / Eastern
U7,C35,Mean Service Span (Minutes),1158.0208333333333,1178.676923076923,Minnesota Ave / Eastern
V2,C31,Mean Service Span (Minutes),1470.0208333333333,1509.0,Minnesota Ave / Eastern
V4,C31,Mean Service Span (Minutes),1205.1103448275862,1509.0,Minnesota Ave / Eastern
V7,C21,Mean Service Span (Minutes),790.0,1506.0,Alabama Ave
V7,C23,Mean Service Span (Minutes),790.0,1125.2769230769231,Alabama Ave
V8,C21,Mean Service Span (Minutes),1170.1586206896552,1506.0,Alabama Ave
V8,C23,Mean Service Span (Minutes),1170.1586206896552,1125.2769230769231,Alabama Ave
W1,C27,Mean Service Span (Minutes),909.0,1184.6461538461538,Naylor Rd - Shepherd Pkwy
W2,C27,Mean Service Span (Minutes),1222.1724137931035,1184.6461538461538,Naylor Rd - Shepherd Pkwy
W2,C29,Mean Service Span (Minutes),1222.1724137931035,1120.323076923077,Southern Av / Anacostia
W3,C27,Mean Service Span (Minutes),435.29787234042556,1184.6461538461538,Naylor Rd - Shepherd Pkwy
W3,C29,Mean Service Span (Minutes),435.29787234042556,1120.323076923077,Southern Av / Anacostia
W4,C21,Mean Service Span (Minutes),1465.7916666666667,1506.0,Alabama Ave
W4,C23,Mean Service Span (Minutes),1465.7916666666667,1125.2769230769231,Alabama Ave
W5,C21,Mean Service Span (Minutes),718.0,1506.0,Alabama Ave
W6,C23,Mean Service Span (Minutes),1116.7708333333333,1125.2769230769231,Alabama Ave
W6,C25,Mean Service Span (Minutes),1116.7708333333333,1051.7230769230769,Skyland / Barry Farm
W6,C26,Mean Service Span (Minutes),1116.7708333333333,1097.0923076923077,Skyland / Barry Farm
W6,C29,Mean Service Span (Minutes),1116.7708333333333,1120.323076923077,Southern Av / Anacostia
W8,C23,Mean Service Span (Minutes),1102.625,1125.2769230769231,Alabama Ave
W8,C25,Mean Service Span (Minutes),1102.625,1051.7230769230769,Skyland / Barry Farm
W8,C26,Mean Service Span (Minutes),1102.625,1097.0923076923077,Skyland / Barry Farm
W8,C29,Mean Service Span (Minutes),1102.625,1120.323076923077,Southern Av / Anacostia
X2,C57,Mean Service Span (Minutes),1456.7448275862068,771.0,
X2,D20,Mean Service Span (Minutes),1456.7448275862068,1514.0,H St / Benning Rd / D St
X8,C43,Mean Service Span (Minutes),994.4791666666666,994.0923076923077,Maryland Ave
X9,C57,Mean Service Span (Minutes),789.0,771.0,
X9,D2X,Mean Service Span (Minutes),789.0,999.0,H St / Benning Rd / D St
31,D82,Median Speed (MPH),7.559840875334151,7.646345921615606,Wisconsin Ave
32,D10,Median Speed (MPH),9.689553234599654,9.855702135466878,Pennsylvania Ave
33,D80,Median Speed (MPH),7.744896222833445,7.864266655695414,Wisconsin Ave
36,D1X,Median Speed (MPH),10.079708383414411,12.770682828839265,Pennsylvania Ave
42,D70,Median Speed (MPH),6.7675978613848375,9.280831504580744,Connecticut Ave
42,D72,Median Speed (MPH),6.7675978613848375,7.080788394163782,Foggy Bottom / Mt Pleasant / Brookland
42,D74,Median Speed (MPH),6.7675978613848375,7.624017607994435,Foggy Bottom / Mt Pleasant / Brookland
43,D72,Median Speed (MPH),6.963551083786965,7.080788394163782,Foggy Bottom / Mt Pleasant / Brookland
43,D74,Median Speed (MPH),6.963551083786965,7.624017607994435,Foggy Bottom / Mt Pleasant / Brookland
52,D50,Median Speed (MPH),8.269104544980966,8.262416661462424,14th St
54,D5X,Median Speed (MPH),7.524741632338558,8.094392573472348,14th St
59,D5X,Median Speed (MPH),8.440341868286065,8.094392573472348,14th St
60,D44,Median Speed (MPH),9.178290748133652,8.083848094159098,11 St / New Hampshire
62,C75,Median Speed (MPH),10.017232124001584,9.7810690702272,5th St NW
63,C75,Median Speed (MPH),8.120925843856055,9.7810690702272,5th St NW
63,D44,Median Speed (MPH),8.120925843856055,8.083848094159098,11 St / New Hampshire
64,D44,Median Speed (MPH),8.161238695849628,8.083848094159098,11 St / New Hampshire
70,D40,Median Speed (MPH),8.461328590002339,8.409763853267254,Georgia Ave
74,C55,Median Speed (MPH),8.225888867073134,7.978674176090634,
74,D40,Median Speed (MPH),8.225888867073134,8.409763853267254,Georgia Ave
79,D4X,Median Speed (MPH),9.288489428120885,9.3582939068816,Georgia Ave
80,D30,Median Speed (MPH),8.249403042073759,8.338172661996445,N Capitol St
90,C51,Median Speed (MPH),7.770911182636761,8.538075576657818,U St
90,C53,Median Speed (MPH),7.770911182636761,8.292597993521376,U St
92,C51,Median Speed (MPH),8.771006649681471,8.538075576657818,U St
92,C53,Median Speed (MPH),8.771006649681471,8.292597993521376,U St
96,C51,Median Speed (MPH),10.039353202887115,8.538075576657818,U St
A2,C11,Median Speed (MPH),10.54812131927322,11.346624371317516,MLK Ave / Bellevue
A2,C13,Median Speed (MPH),10.54812131927322,11.099147450477703,MLK Ave / 4 St SE
A2,C15,Median Speed (MPH),10.54812131927322,11.121875629582476,MLK Ave / 4 St SE
A2,C17,Median Speed (MPH),10.54812131927322,10.947544105414892,MLK Ave / Bellevue
A31,C31,Median Speed (MPH),10.30095438202087,9.95666260347874,Minnesota Ave / Eastern
A4,C11,Median Speed (MPH),12.7953062302097,11.346624371317516,MLK Ave / Bellevue
A4,C17,Median Speed (MPH),12.7953062302097,10.947544105414892,MLK Ave / Bellevue
A4,C27,Median Speed (MPH),12.7953062302097,10.07211251003086,Naylor Rd - Shepherd Pkwy
A6,C11,Median Speed (MPH),11.2625217585854,11.346624371317516,MLK Ave / Bellevue
A6,C13,Median Speed (MPH),11.2625217585854,11.099147450477703,MLK Ave / 4 St SE
A6,C15,Median Speed (MPH),11.2625217585854,11.121875629582476,MLK Ave / 4 St SE
A6,C17,Median Speed (MPH),11.2625217585854,10.947544105414892,MLK Ave / Bellevue
A8,C11,Median Speed (MPH),11.620248622514774,11.346624371317516,MLK Ave / Bellevue
A8,C13,Median Speed (MPH),11.620248622514774,11.099147450477703,MLK Ave / 4 St SE
A8,C15,Median Speed (MPH),11.620248622514774,11.121875629582476,MLK Ave / 4 St SE
A8,C17,Median Speed (MPH),11.620248622514774,10.947544105414892,MLK Ave / Bellevue
B2,C41,Median Speed (MPH),9.302148079877718,9.219478268542495,Bladensburg
D2,D96,Median Speed (MPH),8.684403619162413,9.667445763464316,Massachusetts Ave
D31,C87,Median Speed (MPH),8.634794455945343,10.515556906970088,Upper NW
D4,C71,Median Speed (MPH),8.310966973216503,9.68681011439394,18th St NE
D4,D36,Median Speed (MPH),8.310966973216503,8.739086677814068,K St / Ivy City
D6,D24,Median Speed (MPH),8.455869630387866,9.945492375270328,H St / Benning Rd / D St
D6,D94,Median Speed (MPH),8.455869630387866,8.691257735505987,MacArthur Blvd
D8,C71,Median Speed (MPH),8.187431834118398,9.68681011439394,18th St NE
D8,D36,Median Speed (MPH),8.187431834118398,8.739086677814068,K St / Ivy City
E2,C71,Median Speed (MPH),10.701487710153836,9.68681011439394,18th St NE
E4,C81,Median Speed (MPH),10.70697373200179,10.85458085455051,Upper NW
G2,C91,Median Speed (MPH),7.157104108144408,7.496866589082246,Georgetown / LeDroit Park
G8,D32,Median Speed (MPH),8.392838628548095,8.96555099689322,Rhode Island Ave / NE
G8,D34,Median Speed (MPH),8.392838628548095,9.284655220087028,Rhode Island Ave / NE
H2,C61,Median Speed (MPH),9.260149293900184,8.797746108135595,Irving / Michigan
H4,C61,Median Speed (MPH),9.776713125189456,8.797746108135595,Irving / Michigan
H4,D72,Median Speed (MPH),9.776713125189456,7.080788394163782,Foggy Bottom / Mt Pleasant / Brookland
H6,C63,Median Speed (MPH),11.141652332030826,11.73665435475703,Irving / Michigan
H8,D74,Median Speed (MPH),8.186216852004105,7.624017607994435,Foggy Bottom / Mt Pleasant / Brookland
K2,C77,Median Speed (MPH),9.546905735634502,9.479482271545946,Kansas / Eastern
L2,D70,Median Speed (MPH),8.814442952980222,9.280831504580744,Connecticut Ave
L2,D72,Median Speed (MPH),8.814442952980222,7.080788394163782,Foggy Bottom / Mt Pleasant / Brookland
M4,C81,Median Speed (MPH),12.95444245887468,10.85458085455051,Upper NW
M4,C83,Median Speed (MPH),12.95444245887468,12.418850458451196,Upper NW
M6,C23,Median Speed (MPH),11.916220922380816,9.266818937997986,Alabama Ave
M6,C37,Median Speed (MPH),11.916220922380816,10.829437817690136,Minnesota Ave / Pennsylvania Ave
N2,D90,Median Speed (MPH),9.88968678382122,9.569559953831536,Massachusetts Ave
N2,D96,Median Speed (MPH),9.88968678382122,9.667445763464316,Massachusetts Ave
N4,D90,Median Speed (MPH),11.238495159807554,9.569559953831536,Massachusetts Ave
